RBD,ESTABLECIMIENTO,COMUNA,DC_TOT,MAT_TOTAL,RAZON_DOC_EST
25688,ESC. DE PARV. PART. MI PEQUENO MUNDO DE SAN R,13131,9,185,0.04864864864864865
25692,COLEGIO PART. MANSO DE VELASCO MELIPILLA,13501,28,391,0.07161125319693094
25693,COLEGIO MADRE DE LA DIVINA PROVIDENC,13118,39,614,0.06351791530944625
25695,COLEGIO DE LA INMACULADA CONCEPCIÓN,13401,54,949,0.05690200210748156
25697,COLEGIO O`HIGGINS,13501,33,477,0.06918238993710692
25698,COLEGIO JAIME GUZMÁN ERRAZURIZ,13401,51,811,0.06288532675709001
25700,COLEGIO LOS ALPES MAIPU,13119,44,945,0.04656084656084656
25703,COLEGIO PART. ALCANTARA DE LA FLORIDA,13110,35,786,0.044529262086514
25704,COLEGIO PART. ALCANTARA DE LA CORDILLERA,13110,46,1107,0.04155374887082204
25705,ESCUELA DE PÁRVULOS PARTICULAR Nº 1930 MIS AMIGUITOS,13111,4,100,0.04
25709,LINCOLN COLLEGE LA FLORIDA,13110,55,1157,0.04753673292999136
25710,ESCUELA ESPECIAL PART. DAME LA MANO,13105,5,99,0.050505050505050504
25711,ESC. BASICA MUNICIPAL PAULA JARAQUEMADA ALQUI,13404,66,1074,0.061452513966480445
25712,COLEGIO PART. ANDARES DE LA FLORIDA,13110,27,255,0.10588235294117647
25713,COLEGIO PART. MANANTIAL DE LA FLORIDA,13110,35,493,0.07099391480730223
25714,COLEGIO PART. INSTITUTO CORINTIO,13401,35,789,0.044359949302915085
25716,COLEGIO PART. NEW HEINRICH HIGH SCHOOL,13120,44,823,0.053462940461725394
25717,COLEGIO ALCÁNTARA DE LOS ALTOS DE PEÑALOLEN,13122,61,1656,0.03683574879227053
25718,COLEGIO PART. LOS ANGELES SANTIAGO DE SAN MIG,13130,18,247,0.0728744939271255
25719,ESC. DE PARVULOS LOS OSITOS DE PUDAHUEL,13124,4,60,0.06666666666666667
25722,COLEGIO PART. PATRONA SENORA DE LOURDES,13110,62,907,0.06835722160970231
25723,COLEGIO PART. ALTAMIRA-ADULTOS,13122,6,80,0.075
25724,COLEGIO PARTICULAR ANTILHUE,13110,46,989,0.046511627906976744
25725,ESCUELA PART. NAHUEL,13404,31,972,0.03189300411522634
25726,ESCUELA PARTICULAR SANTA LAURA DE MELIPILLA,13501,12,125,0.096
25727,LICEO PART. SALESIANO MANUEL ARRIARAN BARROS,13109,77,1605,0.047975077881619935
25733,ESCUELA PART. SANTA TERESA DE QUILICURA,13125,47,1391,0.03378864126527678
25735,CENTRO EDUCACIONAL DE ADULTOS SAN ALFONSO,13201,34,404,0.08415841584158416
25736,CENTRO EDUC. DE ADULTOS ISABEL LA CATOLICA,13201,22,435,0.05057471264367816
25737,COLEGIO PART. ACROPOLIS,13201,38,707,0.05374823196605375
25738,ESCUELA BASICA PARTICULAR SAN JOSE DE  MELIP¦,13501,15,281,0.05338078291814947
25739,COLEGIO NTRA. SRA. DEL CARMEN DE MAIPU,13119,68,1050,0.06476190476190476
25740,ESC. ESP. PART. SANTA TERESITA DE LOS ANDES,13201,6,110,0.05454545454545454
25741,ESC. ESPECIAL RUGENDAS,13103,10,114,0.08771929824561403
25742,ESCUELA ESP. PART. S.M. CRECER,13604,10,84,0.11904761904761904
25743,ESC. DE PARVULOS PART. LA FAROLA,13105,4,39,0.10256410256410256
25747,ESC. DE PARV. Y ESP. CARACOLA,13401,10,148,0.06756756756756757
25749,COLEGIO PART. ALICANTE DEL ROSAL,13119,116,3227,0.03594669972110319
25750,ESCUELA ESPECIAL SONRISA DE NINOS,13201,4,86,0.046511627906976744
25751,COLEGIO LIAONA CORDILLERA,13110,50,985,0.050761421319796954
25752,CENTRO DE EDUC. INTEGRADA DE ADULTOS TALAGANT,13601,19,232,0.08189655172413793
25753,CENTRO EDUC. PRINCIPADO DE ASTURIA ADULTO,13201,17,342,0.049707602339181284
25754,ESC. ESPECIAL LAS ESPIGAS DE ESTACION CENTRAL,13106,5,73,0.0684931506849315
25756,ESCUELA ESPECIAL PART. ELIAS CANESSA VERGARA,13119,5,56,0.08928571428571429
25757,ESC. ESP. PART. TRIGAL DE HUECHURABA,13107,9,81,0.1111111111111111
25764,ESC. DE PARV. Y ESP. CASABLANCA DE SAN BERNAR,13401,9,152,0.05921052631578947
25765,ESC. ESPECIAL PART. AULENCO,13119,6,100,0.06
25766,LINCOLN COLLEGE SAN MARTIN,13119,78,1647,0.04735883424408015
25767,COLEGIO SAN JORGE DE LAS CONDES,13114,34,343,0.09912536443148688
25770,LICEO NACIONAL DE MAIPU,13119,65,1405,0.046263345195729534
25772,ESCUELA DE PARV. PART. HAPPY GARDEN,13110,2,20,0.1
25773,ESCUELA ESP. PART. SAGRADA FAMILIA DE SAN BER,13401,5,105,0.047619047619047616
25774,ESCUELA ESP. PART. ARRAYAN,13110,9,132,0.06818181818181818
25775,COLEGIO PARTICULAR DE ADULTOS SANTA MARIA DEL TRABAJO,13119,8,129,0.06201550387596899
25776,ESC. PART. PARV. HEIDI GARDEN SCHOOL,13129,2,24,0.08333333333333333
25779,COLEGIO POLIV. CARDENAL JOSE MARIA CARO,13112,111,1570,0.07070063694267516
25781,COLEGIO POLIV.  ARZOBISPO CRESCENTE ERRAZURIZ,13201,113,1679,0.06730196545562835
25782,ESC. ESP. PART. ARAUCARIAS DE PENALOLEN,13122,3,50,0.06
25783,COLEGIO POLIV. ARZOBISPO MANUEL VICUNA,13129,45,566,0.07950530035335689
25784,ESCUELA ESP. PART. ARBOLIRIS,13129,9,110,0.08181818181818182
25785,COLEGIO PART. ROYAL AMERICAN SCHOOL,13119,39,470,0.08297872340425531
25786,ESCUELA ESPECIAL PARTICULAR KINERET,13125,11,207,0.05314009661835749
25787,ESC. ESP. PART. DIEGO THOMPSON,13131,4,72,0.05555555555555555
25788,ESCUELA BASICA ANA FRANK,13125,54,790,0.06835443037974684
25790,COLEGIO POLIV. DIEGO PORTALES DE MAIPU,13119,33,669,0.04932735426008968
25791,ESCUELA ESP. PART. RIGOBERTA MENCHU,13201,12,67,0.1791044776119403
25792,ESCUELA ESP. PART. SANTA MARIA DE QUILICURA,13125,8,142,0.056338028169014086
25793,ESC. ESP. PART. GABRIELA MISTRAL DE PENALOLEN,13122,7,58,0.1206896551724138
25795,COLEGIO PARTICULAR BLUMENTHAL,13601,15,335,0.04477611940298507
25797,ESCUELA B-SICA PUCARA LASANA,13125,28,289,0.09688581314878893
25798,COLEGIO RELIGIOSO SANTA MARGARITA,13130,32,488,0.06557377049180328
25799,ESC. BAS. PART. ERNESTINA KRISCHUK,13201,17,301,0.05647840531561462
25801,ESCUELA ESP. LA ESPIGA,13201,22,246,0.08943089430894309
25803,ESC. PART. ALBERT SCHWEITZER,13201,22,243,0.09053497942386832
25804,COLEGIO PART. ANTUPIREN,13122,54,1399,0.03859899928520372
25807,ESCUELA ESP. PART. LA PASCANA,13110,8,118,0.06779661016949153
25808,ESC. BAS. PART. LAS NACIONES,13119,14,252,0.05555555555555555
25809,ESC.ESP. PART.SAN VICENTE DE PAUL DE CONCHAL-,13104,4,60,0.06666666666666667
25812,LICEO MUNICIP. DE ADULTOS PEDRO J. RODRIGUEZ,13302,6,87,0.06896551724137931
25814,COLEGIO SAYEN,13501,35,537,0.06517690875232775
25818,COLEGIO PART. ADULTOS INSTITUTO ICEL,13101,52,2102,0.024738344433872503
25819,ESCUELA ESP. PART. SAN PIO DE PIETRELCINA,13303,3,35,0.08571428571428572
25822,ESCUELA DE PARVULOS N°1980  SAN ANTONIO MARIA ZACCARIA II,13101,3,6,0.5
25823,ESCUELA DE LAS ARTES Y LA TECNOLOGIA,13119,24,32,0.75
25824,LICEO SERGIO SILVA BASCUNAN,13112,37,639,0.057902973395931145
25825,COLEGIO SAN MIGUEL ARCANGEL DE LAS CONDES,13114,83,700,0.11857142857142858
25826,COLEGIO ADVENTISTA LA FLORIDA,13110,28,259,0.10810810810810811
25828,ESC. ESPECIAL PART. JAN VAN DIJK,13120,7,36,0.19444444444444445
25829,COLEGIO PART. SAN ADRIAN DE QUILICURA,13125,45,1036,0.04343629343629344
25831,ESCUELA BASICA PARTICULAR CONTEMPORA,13110,19,202,0.09405940594059406
25832,COLEGIO PART. PAN AMERICAN COLLEGE SANTIAGO,13130,31,459,0.06753812636165578
25833,ESCUELA BASICA N° 1986 SAINT PAUL MONTESSORI SCHOOL,13114,24,56,0.42857142857142855
25834,ESCUELA ESP. PART. EL PRINCIPITO DE LO HERRER,13401,7,145,0.04827586206896552
25836,ESCUELA PART. ROSA JARAQUEMADA,13120,11,140,0.07857142857142857
25838,ESCUELA BAS. MY GARDEN SCHOOL,13117,15,243,0.06172839506172839
25839,ESC. BAS. Y ESP. CELEI,13117,10,202,0.04950495049504951
25842,COLEGIO DIVINA PASTORA,13110,44,722,0.060941828254847646
25843,COLEGIO PART. SAGRADO CORAZON DE TALAGANTE,13601,50,938,0.053304904051172705
25845,ESCUELA PART. SAN MARCELO N_ 3,13112,23,268,0.08582089552238806
25847,ESCUELA ESP. PART. SANTA ROSA DE MELIPILLA,13501,8,174,0.04597701149425287
25850,COLEGIO DEL VALLE,13119,40,815,0.049079754601226995
25851,ESC. PART. EL ARRAYAN DE MAIPU,13119,14,383,0.03655352480417755
25852,COLEGIO DIVINA PASTORA NUNOA,13120,51,913,0.05585980284775466
25853,COLEGIO POLIVALENTE NOVO HORIZONTE,13125,45,899,0.05005561735261402
25854,CENTRO ESTI. DE HAB. COMUNICATIVAS AMERICA,13401,5,74,0.06756756756756757
25856,ESCUELA ESP. PART. APRAVI,13126,5,67,0.07462686567164178
25859,ESCUELA ESP. PART. RALUI,13101,5,73,0.0684931506849315
25860,ESCUELA ESP. PART. CORDILLERA ORIENTE,13201,10,219,0.045662100456621
25862,ESCUELA ESP. PART. CAPULLITOS DE SOL,13118,19,293,0.06484641638225255
25865,SAN IGNACIO COLLEGE,13401,40,785,0.050955414012738856
25867,ESCUELA PART. AMANECER DE LA GRANJA,13111,9,122,0.07377049180327869
25869,ESCUELA ESP. PART. SAN NICOLAS,13109,6,74,0.08108108108108109
25872,ESCUELA DE PARV. CARRUSEL DE AMIGOS,13401,4,15,0.26666666666666666
25873,ESCUELA ESP. DE LENGUAJE PLAZA SESAMO,13119,7,120,0.058333333333333334
25874,COLEGIO DE ADULTOS PART. VASCO DE GAMA,13130,8,84,0.09523809523809523
25876,COLEGIO CENTRO EDUC. Y FAMILIAR PTE ALTO,13201,23,360,0.06388888888888888
25877,ESCUELA ESPECIAL Y DE PÁRVULOS PARTICULAR SAN NICOLÁS DE BELÉN,13104,7,145,0.04827586206896552
25878,ESCUELA ESP. PART. AMANTU,13130,6,117,0.05128205128205128
25881,ESCUELA ESP. PART. PATAGONIA,13103,7,142,0.04929577464788732
25882,COLEGIO NOBEL GABRIELA MISTRAL,13401,50,1065,0.046948356807511735
25883,ESC. ESP. PART. SAN MATEO DEL BOSQUE,13105,8,58,0.13793103448275862
25884,ESCUELA ESP. PART. ACONCAGUA DE COLINA,13301,10,180,0.05555555555555555
25885,COLEGIO INTERCULTURAL TREMEMN,13119,47,1060,0.04433962264150943
25886,ESCUELA ESPECIAL RICALHUE,13404,5,76,0.06578947368421052
25887,ESCUELA ESPECIAL PART. ARCO IRIS,13404,7,114,0.06140350877192982
25890,ESCUELA ESPECIAL DE LENGUJE MIS AMIGUITOS,13111,9,176,0.05113636363636364
25894,COLEGIO MANANTIAL DE SAN MIGUEL,13130,35,412,0.08495145631067962
25895,COLEGIO SANTIAGO DE PUDAHUEL,13124,38,1045,0.03636363636363636
25897,ESCUELA PART. INSTITUTO S.A,13110,20,245,0.08163265306122448
25899,LICEO JOSE ABELARDO NUÑEZ Nº 4,13107,30,496,0.06048387096774194
25900,ESC. ESP. VOCARE,13129,8,92,0.08695652173913043
25901,ESC. EVANG. PENTECOSTAL DR. WILLIS C. HOOVER,13122,19,439,0.04328018223234624
25902,ESC. DE PARV. Y ESP. RAHUE,13501,7,86,0.08139534883720931
25903,ESCUELA ESP. MI ESPACIO,13101,4,100,0.04
25904,ESCUELA ESP. PART. VALLE DEL SOL,13118,8,174,0.04597701149425287
25906,ESCUELA ESP. PARTICULAR OSCAR CASTRO,13126,5,76,0.06578947368421052
25907,ESCUELA ESP. PART. SAN JOSE DE SAN BERNARDO,13401,6,91,0.06593406593406594
25909,ESCUELA ESPECIAL ARCOIRIS,13201,6,99,0.06060606060606061
25912,ESCUELA ESP. PART. SAN JORGE DE QUINTA NORMAL,13126,8,204,0.0392156862745098
25913,ESCUELA ESP. PART. CHARLES DE GAULLE,13401,6,103,0.05825242718446602
25914,ESCUELA DE PARV. PART. SAN JORGE DE COLINA,13301,19,217,0.08755760368663594
25916,ESCUELA BAS. SAN SEBASTIAN DE COLINA,13301,46,1032,0.044573643410852716
25918,ESCUELA ESP. PART. CAMINO A BELEN N¦ 2,13107,3,49,0.061224489795918366
25919,ESCUELA BASICA NEHUEN,13601,28,448,0.0625
25920,ESCUELA ESP. PART. CALIN,13103,8,148,0.05405405405405406
25921,COLEGIO CENTRO EDUCACIONAL ROUSSEAU,13119,26,550,0.04727272727272727
25922,COLEGIO TERRA AUSTRALIS,13124,59,1522,0.03876478318002628
25923,ESCUELA ESP. PADRE PIO,13110,11,83,0.13253012048192772
25926,COLEGIO POLIV. JERUSALEN DE LAMPA,13302,60,1441,0.041637751561415685
25927,ESCUELA BASICA TERRA DI BIMBI,13605,20,323,0.06191950464396285
25929,COLEGIO PADRE PEDRO ARRUPE SAGRADA FAMILIA,13125,74,1061,0.06974552309142319
25932,COLEGIO DE ADULTOS LONDON DE LA FLORIDA,13110,12,170,0.07058823529411765
25933,ESCUELA BASICA ALBORADA SCHOOL,13605,21,276,0.07608695652173914
25935,ESCUELA ESPECIAL LA ISLA,13601,12,108,0.1111111111111111
25936,COLEGIO NUEVO HORIZONTE DE PUENTE ALTO,13201,47,769,0.0611183355006502
25937,ESC. DE PARV. Y ESPECIAL COMUNICA,13602,5,92,0.05434782608695652
25938,LICEO DE ADULTOS CEIA DE LA PINTANA,13112,18,376,0.047872340425531915
25941,ESCUELA PART. SPRING COLLEGE N_ 2,13130,20,179,0.11173184357541899
25944,ESCUELA PART. PARTHENON COLLEGE,13605,28,546,0.05128205128205128
25946,ESCUELA PARVULOS MY SECOND HOME,13119,4,29,0.13793103448275862
25950,COLEGIO SEMPER ALTIUS,13110,16,148,0.10810810810810811
25951,COLEGIO DE ADULTOS CARELMAPU DE CONCHALI,13104,10,202,0.04950495049504951
25952,ESCUELA DE PARV. BERNARD COLLEGE DE SAN BERNA,13401,8,128,0.0625
25953,ESC. ESP.PART. SAN AGUSTIN DE INDEPENDENCIA,13108,8,116,0.06896551724137931
25954,ESC. BAS. Y ESP. NTRA. SRA. DE LAS NIEVES,13401,27,519,0.05202312138728324
25958,ESCUELA BASICA N°2047 MIRASOL DE SANTIAGO,13101,11,129,0.08527131782945736
25959,ESC. ESPECIAL HOSPITAL SAN JUAN DE DIOS,13101,3,3,1.0
25960,CENTRO EDUC. PADRE ALBERTO HURTADO DE SAN BER,13401,69,1228,0.05618892508143322
25961,COLEGIO PALMARES,13125,90,2047,0.04396678065461651
25964,ESCUELA ESP. PART. ACONCAGUA DE BATUCO,13302,6,107,0.056074766355140186
25965,ESCUELA ESP. LAS BARRANCAS,13124,7,91,0.07692307692307693
25966,ESCUELA DE PARVULOS N°2053 `CAMINO DE VIDA`,13119,2,36,0.05555555555555555
25968,ESCUELA PARVULOS MELODIA AZUL,13128,2,32,0.0625
25969,COLEGIO TERCER MILENIO,13125,39,1009,0.03865213082259663
25970,ESCUELA BAS. Y ESP. EDUCAR,13605,9,87,0.10344827586206896
25971,ESCUELA ESP. ESTACION ACUARELA,13106,9,85,0.10588235294117647
25972,ESCUELA ESP. DIVINO MAESTRO DE CERRILLOS,13102,6,97,0.061855670103092786
25976,ESC. BASICA Nº 136 SAN SEBASTIAN DE PAINE,13404,28,536,0.05223880597014925
25977,COLEGIO DE AD. SANTA MARIA DEL TRABAJO DE EST,13106,14,133,0.10526315789473684
25979,ESCUELA DE PARV. CIUDAD BEBE,13110,1,21,0.047619047619047616
25982,CENTRO EDUCACIONAL DE ADULTOS PADRE ALBERTO HURTADO,13604,9,202,0.04455445544554455
25983,ESCUELA DE PARVULOS TERESITA,13110,2,28,0.07142857142857142
25984,COLEGIO DREYSE BELSER,13605,26,397,0.0654911838790932
25988,COLEGIO JUAN LUIS UNDURRAGA ANINAT,13125,116,1620,0.07160493827160494
25991,ESCUELA BAS. AMANKAY DE LAMPA,13302,33,598,0.05518394648829431
25993,ESCUELA ESP. SAN JUAN DE DIOS,13118,10,144,0.06944444444444445
25994,ESCUELA ESP. PABLO NERUDA DE LA FLORIDA,13110,7,180,0.03888888888888889
25995,CENTRO POLITEC. CARLOS CONDELL DE LA CISTERNA,13109,31,545,0.05688073394495413
25996,ESCUELA ESP. EL CARMEN,13403,4,50,0.08
25997,ESCUELA ESP. KINCUIN,13401,7,160,0.04375
25998,ESCUELA ESP. TU ESPERANZA,13121,4,40,0.1
25999,COLEGIO ALICANTE DEL SOL,13201,124,3269,0.03793208932395228
26000,ESCUELA ESP. SOL DE LA REINA,13113,9,82,0.10975609756097561
26001,COLEGIO ALICANTE DE LA FLORIDA,13110,63,1676,0.03758949880668258
26003,ESC. ESPECIAL ELSA MATILDE ULRICH JARA,13301,15,252,0.05952380952380952
26004,ESCUELA ESP. RENACERES,13127,4,80,0.05
26005,ESCUELA ESP. MI MUNDO EN PALABRAS,13117,6,100,0.06
26006,COLEGIO ECOLOGICO PAINE,13404,40,608,0.06578947368421052
26012,COLEGIO BICENTENARIO MODERNO PAINE,13404,48,872,0.05504587155963303
26013,ESCUELA ESP.  JOSE MAZA FERNANDEZ,13112,8,83,0.0963855421686747
26014,ESCUELA ESP. BILBAO,13605,5,72,0.06944444444444445
26015,ESC.BASICA Y ESP.MARIA DE LOS ANGELES DE BUIN,13402,9,245,0.036734693877551024
26016,ESCUELA ESP. ESPERANZA DE EL BOSQUE,13105,6,111,0.05405405405405406
26017,ESCUELA BAS. KINGS SCHOOL,13401,27,585,0.046153846153846156
26019,ESCUELA BASICA Y ESPECIAL N° 2078 GENESIS 2005,13122,25,270,0.09259259259259259
26021,ESC. DE PARV. Y ESP. SAN PIO DE TALAGANTE,13601,14,280,0.05
26022,ESCUELA ESP. FERNANDA FRIAS RETAMAL,13127,4,50,0.08
26025,COLEGIO SANTA BARBARA COLLEGE,13105,22,598,0.03678929765886288
26027,COLEGIO DE AD. INSTITUTO NUEVA IMAGEN,13605,9,55,0.16363636363636364
26028,COLEGIO EMMANUEL HIGH SCHOOL,13110,27,454,0.05947136563876652
26030,COLEGIO DE ADULTOS INSTITUTO NUEVO BILBAO,13123,7,128,0.0546875
26031,ESCUELA DE PARV. MI PRIMERA AVENTURA,13118,2,20,0.1
26032,INSTITUTO DE EDUCACIÓN DE ADULTOS LA CASTRINA,13129,6,42,0.14285714285714285
26033,COLEGIO  SAN CARLOS DE QUILICURA,13125,76,1971,0.038559107052257735
26035,ESCUELA PART. SAN JOSE DE LAMPA,13302,83,1179,0.07039864291772689
26036,ESCUELA ESPECIAL N 2086 HOSPITAL CLINICO PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,13101,5,15,0.3333333333333333
26037,COLEGIO LO BARNECHEA,13115,128,1249,0.10248198558847077
26043,ESCUELA SANTA TERESA DE LOS ANDES,13402,10,59,0.1694915254237288
26044,ESCUELA BAS. Y ESP. LIKAN-RAY DE LA PINTANA,13112,29,450,0.06444444444444444
26045,ESCUELA  SAN PEDRO VALLE GRANDE,13302,31,975,0.031794871794871796
26046,COLEGIO  MANQUECURA CIUDAD DE LOS VALLES,13124,72,1451,0.04962095106822881
26047,ESCUELA DE PARV. PIN PON,13106,1,45,0.022222222222222223
26048,COLEGIO DE ADULTOS ALFRED NOBEL EL BOSQUE,13105,9,128,0.0703125
26051,ESCUELA DE PARV. EL CASTILLO,13119,1,22,0.045454545454545456
26053,COLEGIO ATENAS,13110,74,1660,0.04457831325301205
26054,COLEGIO DE ADULTOS INSTITUTO ROGERIANO,13201,10,332,0.030120481927710843
26057,ESCUELA DE PARVULOS N°2097 LOS ENANITOS,13119,2,39,0.05128205128205128
26061,COLEGIO DE ADULTO LAURA VICUNA DE RENCA,13128,22,369,0.05962059620596206
26062,COLEGIO DE AD. SAN JAVIER DE SAN MIGUEL,13130,8,134,0.05970149253731343
26063,COLEGIO DE AD. INSTITUTO HUMBOLDT,13112,10,164,0.06097560975609756
26064,ESCUELA ESP. SAN MARTIN,13110,7,130,0.05384615384615385
26066,ESC. DE PARV. SEMILLITA MONTESSORI,13130,4,46,0.08695652173913043
26068,ESCUELA BAS. LICARITO,13110,12,234,0.05128205128205128
26070,CENTRO EDUC. REGULAR DE ADULTOS CEDEA,13110,3,48,0.0625
26071,ESCUELA DE PARVULOS Y ESP. DA VINCE,13401,5,86,0.05813953488372093
26075,ESCUELA BAS. SAN JOSE DE PENALOLEN,13122,35,382,0.09162303664921466
26076,ESCUELA DE PARVULOS OESTE,13102,5,31,0.16129032258064516
26077,COLEGIO DE ADULTOS SEMBRADOR SAN BENITO,13301,9,90,0.1
26079,ESCUELA DE PARV. HELLO CHILDREN,13106,6,41,0.14634146341463414
26080,COLEGIO SAINT ANDREW,13114,70,584,0.11986301369863013
26081,ESCUELA ESP. DICKENS COLLEGE,13108,3,44,0.06818181818181818
26082,ESCUELA DE PARVULOS HAMELIN,13106,2,7,0.2857142857142857
26083,COLEGIO SAN ALBERTO HURTADO,13125,52,1134,0.04585537918871252
26084,COLEGIO EL BOSQUE DE RENCA,13128,51,772,0.06606217616580311
26085,COLEGIO DE ADULTOS PRESBITERIANO DE MAIPU,13119,13,75,0.17333333333333334
26087,COLEGIO DE ADULTOS HERNANDO DE MAGALLANES,13110,7,225,0.03111111111111111
26088,ESCUELA DE PARVULOS SANTA GEMITA DE GALGANI,13201,2,16,0.125
26090,ESCUELA DE PARV. GIRASOL DE MAIPU,13119,2,50,0.04
26091,ESC. ESPECIAL SEMILLITA DE LA FLORIDA,13110,7,62,0.11290322580645161
26092,COLEGIO PEUMAYEN,13604,30,605,0.049586776859504134
26093,ESCUELA ESPECIAL TONKI TONKI TON,13602,7,116,0.0603448275862069
26094,COLEGIO LAS AMERICAS DE PAINE,13404,61,940,0.06489361702127659
26097,ESCUELA ESP. ALDEBARAN,13201,8,138,0.057971014492753624
26098,ESCUELA ESPECIAL DANICALIN,13401,9,142,0.06338028169014084
26099,ESCUELA DE PARV. MANZANITA,13201,3,60,0.05
26100,ESCUELA ESP. EL RIEL,13116,5,63,0.07936507936507936
26101,ESCUELA ESP. INTEGRA,13201,6,63,0.09523809523809523
26102,ESCUELA DE PARV. LI-MARLIN,13109,2,2,1.0
26104,ESCUELA ESP. TERESIANA DEL ESFUERZO,13110,4,59,0.06779661016949153
26106,ESCUELA ESP. RUTH DE CONCHALI,13104,11,159,0.06918238993710692
26107,ESCUELA ESPECIAL BARCELONA,13119,9,67,0.13432835820895522
26108,ESC. BAS. Y ESP. SAN ANDRES DE PENAFLOR,13605,23,548,0.041970802919708027
26110,COLEGIO SANTIAGO - QUILICURA,13125,44,1228,0.035830618892508145
26111,ESC. DE PARV. Y ESP. PUKARAY,13402,37,739,0.05006765899864682
26113,ESCUELA ESP. RINCONADA,13119,7,111,0.06306306306306306
26114,ESCUELA ESP. LA VILLETE,13201,9,139,0.06474820143884892
26115,COLEGIO TUPAHUE,13201,50,1171,0.04269854824935952
26116,ESCUELA ESP. SILABAS,13122,4,60,0.06666666666666667
26117,ESCUELA BÁSICA N 149 SAN MARCEL,13402,35,931,0.03759398496240601
26121,ESCUELA ESP. CAMILA BINFA,13110,3,55,0.05454545454545454
26126,ESC. ESP. MI NUEVO ARLEQUIN,13119,8,86,0.09302325581395349
26128,ESC. DE PARV. Y ESP. KIMANTU DE PENAFLOR,13605,4,50,0.08
26129,ESCUELA BAS. MARIA JESUS,13123,12,24,0.5
26130,ESC. BAS. Y ESP. CHRIST SCHOOL DE PUDAHUEL,13124,39,688,0.056686046511627904
26134,COLEGIO QUIMAY,13114,14,180,0.07777777777777778
26135,ESC.BAS. EMPRENDER LARAPINTA,13302,88,1683,0.05228758169934641
26137,COLEGIO DEL REAL,13119,25,392,0.06377551020408163
26138,ESCUELA ESP. TRAGALUZ DEL BOSQUE,13105,7,90,0.07777777777777778
26139,ESCUELA BAS. VILLA SAN IGNACIO,13124,16,420,0.0380952380952381
26140,ESCUELA ESP. ANDALUE,13605,7,116,0.0603448275862069
26141,ESCUELA DE PARV. MI-SOL,13201,2,6,0.3333333333333333
26143,COLEGIO DE AD. ANTONIO ACEVEDO,13121,20,238,0.08403361344537816
26144,ESCUELA ESP. ANTIYAL,13401,5,67,0.07462686567164178
26145,ESC. BAS. LA CANTERA DE MAPUHUE,13112,11,84,0.13095238095238096
26147,ESCUELA ESPECIAL N° 2141 ALTA VIDA,13119,3,38,0.07894736842105263
26148,ESC. ESP. CENTRO DE RECURSOS SUYAY,13105,5,50,0.1
26150,COLEGIO  FITZROY COLLEGE,13401,40,521,0.07677543186180422
26151,ESCUELA ESP. ACTIVACION DE LA INTELIGENCIA SE,13201,5,76,0.06578947368421052
26152,ESCUELA BASICA SAN PEDRO APOSTOL DE PAINE,13404,16,416,0.038461538461538464
26155,ESCUELA BASICA N°2145 COLEGIO DUNALASTAIR PEÑALOLÉN,13122,114,963,0.11838006230529595
26157,LICEO MUNICIPAL DE BATUCO,13302,36,558,0.06451612903225806
26158,ESCUELA BAS. AKORI,13102,22,316,0.06962025316455696
26159,ESCUELA ESP. ANTUKUYEN DE EL MONTE,13602,6,104,0.057692307692307696
26161,ESCUELA DE PARV. CARRUSEL DE MAIPU,13119,1,18,0.05555555555555555
26163,ESCUELA ESPECIAL NEWEN DE PUENTE ALTO,13201,4,65,0.06153846153846154
26164,COLEGIO SAN JOSE DE CERRILLOS,13102,29,418,0.06937799043062201
26166,ESCUELA ESP. PALABRAS MAGICAS,13201,3,60,0.05
26168,COLEGIO POLIVALENTE SAN PEDRO DE QUILICURA,13125,23,271,0.08487084870848709
26169,ESCUELA ESP. MI ISLITA,13603,6,133,0.045112781954887216
26171,"ESCUELA BASICA N° 2150, COLEGIO MOUNIER",13114,12,58,0.20689655172413793
26172,ESCUELA BAS. FALCON COLLEGE LITTLE,13126,19,346,0.05491329479768786
26174,ESCUELA DE PARV. SANTA TERESITA DE JESUS,13201,2,24,0.08333333333333333
26180,ESCUELA DE PARV. LA CASITA ENCANTADA,13110,3,64,0.046875
26182,ESCUELA ESPECIAL TRIPANTU DE LA FLORIDA,13110,5,98,0.05102040816326531
26183,ESCUELA DE PARV. BLANCA NIEVES DE LA FLORIDA,13110,4,72,0.05555555555555555
26185,ESC. DE PARV. MI PARAGUITA,13119,2,35,0.05714285714285714
26187,ESCUELA DE PARV. LOS PEQUES,13201,3,33,0.09090909090909091
26191,ESCUELA DE PARV. FUTURAMA,13201,3,31,0.0967741935483871
26195,ESCUEL DE PARV. LOS PIRINCHOS,13106,3,16,0.1875
26197,ESCUELA DE PARV. LOS CARIÑOSITOS,13404,3,70,0.04285714285714286
26200,ESCUELA DE PARV. PUDU,13119,5,51,0.09803921568627451
26201,COLEGIO DE AD. EDUCAP,13119,20,455,0.04395604395604396
26202,ESCUELA ESP. MI MUNDO EN PALABRAS DE BUIN,13402,13,321,0.040498442367601244
26209,COLEGIO SAN JUAN DIEGO DE GUADALUPE,13119,38,553,0.06871609403254973
26214,CENTRO DE EDUCACIÓN DE ADULTOS BERNARDO O´HIGGINS DE MAIPÚ,13119,14,335,0.041791044776119404
