RBD,ESTABLECIMIENTO,COMUNA,DC_TOT,MAT_TOTAL,RAZON_DOC_EST
5347,ESCUELA PATRICIO CHAVEZ SOTO,9203,39,460,0.08478260869565217
5348,RAMON EDUARDO RAMIREZ HENRIQUEZ,9203,15,120,0.125
5350,ESCUELA ESPECIAL LOS VOLCANES,9203,6,34,0.17647058823529413
5351,COLEGIO MANUEL BULNES PRIETO,9203,1,14,0.07142857142857142
5353,ESCUELA BASICA REPUBLICA DE MEXICO,9203,20,129,0.15503875968992248
5357,ESCUELA LOS PRADOS,9203,1,4,0.25
5358,ESCUELA BASICA COLLICO,9203,1,3,0.3333333333333333
5360,ESCUELA BASICA LEFUCO,9203,1,13,0.07692307692307693
5362,ESCUELA RIO BLANCO,9203,1,3,0.3333333333333333
5363,ESCUELA BASICA ALEJO TASCON,9203,9,51,0.17647058823529413
5364,ESCUELA MANCHURIA,9203,1,3,0.3333333333333333
5365,ESCUELA JOSE CHANIN SILHY,9203,1,4,0.25
5368,"ESC. BASICA SAN ARTURO, RADALCO ESTE.",9203,1,2,0.5
5371,ESCUELA DE SANTA JULIA,9203,1,8,0.125
5372,ESCUELA PARTICULAR SANTA ELENA,9203,34,487,0.06981519507186858
5373,ESCUELA PARTICULAR SANTA EMMA,9203,17,114,0.14912280701754385
5374,LICEO ALONSO DE ERCILLA Y ZUÑIGA,9204,32,356,0.0898876404494382
5375,ESCUELA BASICA SALVADOR ALLENDE,9204,19,182,0.1043956043956044
5376,ESCUELA BASICA SAN RAMON,9204,3,15,0.2
5378,ESCUELA BASICA TEODOCIO URRUTIA,9204,20,156,0.1282051282051282
5379,ESCUELA TRICAUCO,9204,3,16,0.1875
5381,ESC. ASENTAMIENTO PABLO NERUDA,9204,2,2,1.0
5382,ESCUELA MILLALEVIA,9204,16,102,0.1568627450980392
5385,ESCUELA CHACAIMAPU,9204,9,56,0.16071428571428573
5386,ESCUELA BASICA TEMOCUICUI,9204,5,63,0.07936507936507936
5387,ESC.PAR.SAN FRANCISCO DE ASIS DE ERCILLA,9204,17,272,0.0625
5391,ESCUELA PARTICULAR SANTA ROSA,9204,2,14,0.14285714285714285
5392,ESCUELA PARTICULAR EL PROGRESO,9202,5,22,0.22727272727272727
5393,LICEO BICENTENARIO POLITECNICO MANUEL MONTT,9211,72,975,0.07384615384615385
5394,LICEO JORGE ALESSANDRI RODRIGUEZ,9211,50,596,0.08389261744966443
5395,ESCUELA MARCELA PAZ,9211,44,616,0.07142857142857142
5396,COLEGIO IGNACIO CARRERA PINTO,9211,26,289,0.08996539792387544
5398,ESCUELA HEROES DE IQUIQUE,9211,27,292,0.09246575342465753
5401,ESCUELA ESPECIAL CONFEDERACION SUIZA,9211,9,45,0.2
5403,ESCUELA CLAUDIO MATTE,9211,7,16,0.4375
5404,ESCUELA HERNAN TRIZANO AVEZZANA,9211,9,29,0.3103448275862069
5406,ESCUELA SELVA OSCURA,9211,25,268,0.09328358208955224
5407,ESCUELA BASICA PATRICIO LINCH,9211,18,139,0.12949640287769784
5408,ESCUELA PAILAHUEQUE,9211,19,139,0.1366906474820144
5410,ESCUELA PEHUENCO,9211,4,16,0.25
5411,ESCUELA MUNICIPAL MONICA GEBERT MEIER,9211,21,174,0.1206896551724138
5414,ESCUELA BASICA TOQUIHUE,9211,5,15,0.3333333333333333
5415,ESCUELA BASICA EL PORVENIR,9211,2,3,0.6666666666666666
5422,ESCUELA BASICA LAS CARDAS,9211,11,45,0.24444444444444444
5423,ESCUELA BASICA TRANGOL,9211,7,24,0.2916666666666667
5424,ESCUELA BASICA SAN LUIS,9211,5,20,0.25
5425,ESCUELA BASICA SANTA ELENA,9211,16,86,0.18604651162790697
5430,ESCUELA BASICA COLO,9211,4,26,0.15384615384615385
5431,ESCUELA BASICA SAN PEDRO,9211,5,17,0.29411764705882354
5434,COLEGIO INSTITUTO VICTORIA,9211,47,1144,0.04108391608391608
5435,COLEGIO SANTA CRUZ DE VICTORIA,9211,66,1038,0.06358381502890173
5437,ESCUELA PARTICULAR BOLLILCO,9211,3,14,0.21428571428571427
5439,COMPLEJO EDUCACIONAL LUIS DURAND DURAND,9210,40,442,0.09049773755656108
5440,LICEO LUCILA GODOY ALCAYAGA,9210,35,376,0.09308510638297872
5441,ESCUELA REPUBLICA DE ISRAEL,9210,43,635,0.06771653543307087
5442,ESCUELA BASICA EMILIA ROMAGNA,9210,38,459,0.08278867102396514
5444,ESCUELA PROFESOR JUAN DE LA CRUZ MUNOZ M.,9210,7,19,0.3684210526315789
5446,ESCUELA DIEGO PORTALES,9210,22,155,0.14193548387096774
5449,ESC. BASICA ANIDIR,9210,2,20,0.1
5455,ESC.BASICA QUILQUEN,9210,1,6,0.16666666666666666
5459,ESC. BASICA FUNDO QUINO,9210,1,4,0.25
5462,ESC. BASICA REDUCCION TEMULEMU,9210,4,28,0.14285714285714285
5463,ESC. BASICA DIDAICO,9210,3,12,0.25
5465,COLEGIO BICENTENARIO LOUIS PASTEUR,9210,58,947,0.061246040126715945
5466,ESCUELA PARTICULAR SANTA ROSA,9210,17,216,0.0787037037037037
5467,LICEO AGRICOLA Y FORESTAL SUIZO LA PROVI,9210,28,148,0.1891891891891892
5469,ESCUELA PARTICULAR LORENZO COLIPI,9210,1,6,0.16666666666666666
5470,ESCUELA BASICA REPUBLICA DE ITALIA,9207,32,343,0.09329446064139942
5471,ESCUELA F-174 VALLE DE LUMACO,9207,33,425,0.07764705882352942
5472,ESC. MUNICIPAL PICHIPELLAHUEN,9207,9,70,0.12857142857142856
5473,ESC. BASICA QUETRAHUE,9207,2,19,0.10526315789473684
5474,ESC. BASICA RALUN,9207,1,15,0.06666666666666667
5479,ESC. BASICA CHANCO,9207,2,22,0.09090909090909091
5480,ESCUELA RUCATRARO ALTO,9106,3,18,0.16666666666666666
5482,ESC. BASICA RUCAYECO,9207,1,11,0.09090909090909091
5485,ESC. BASICA BUTA RINCON,9207,3,27,0.1111111111111111
5487,ESCUELA MUNICIPAL G-180 MARIA RIQUELME MENA,9207,2,35,0.05714285714285714
5490,ESC. BASICA COMUDE,9207,1,7,0.14285714285714285
5492,ESC. BASICA REDUCCION CALBUDIR,9207,1,16,0.0625
5493,ESCUELA PARTICULAR LAS COLINAS,9207,8,64,0.125
5494,ESCUELA PARTICULAR PICHI-LONCOYAN,9208,2,12,0.16666666666666666
5496,ESCUELA PARTICULAR QUILLUCO,9207,1,5,0.2
5499,ESCUELA PARTICULAR GABRIELA MISTRAL,9210,21,295,0.0711864406779661
5503,ESCUELA PARTICULAR EL EDEN,9208,4,31,0.12903225806451613
5504,ESCUELA PARTICULAR CALBUCO,9207,2,31,0.06451612903225806
5506,ESCUELA GENERAL LAGOS,9207,2,30,0.06666666666666667
5507,LICEO MARIA AURORA GUINEZ RAMIREZ,9208,31,374,0.08288770053475936
5508,ESCUELA PEDRO DE ONA,9208,56,692,0.08092485549132948
5509,LICEO BICENTENARIO INDÓMITO DE PURÉN,9208,33,315,0.10476190476190476
5510,ESCUELA ENZO FERRARI,9208,38,399,0.09523809523809523
5512,ESC.BASICA PINGUIDAHUE,9208,2,4,0.5
5513,ESC. BASICA TRANAMAN,9208,6,12,0.5
5516,ESC. BASICA COYANCAHUIN,9208,2,1,2.0
5518,ESC. BASICA CONUNHUENU,9208,2,1,2.0
5520,ESC. BASICA IPINCO ALTO,9208,3,4,0.75
5521,ESC. BASICA QUILACO,9208,4,8,0.5
5522,ESC. BASICA HUITRANLEBU,9208,4,10,0.4
5523,ESCUELA PELLAHUENCO,9208,2,6,0.3333333333333333
5524,ESC. BASICA EL LINGUE,9208,3,3,1.0
5525,ESC. BASICA CAUPOLICAN,9208,13,69,0.18840579710144928
5529,ESCUELA PARTICULAR AGUA SANTA,9208,1,3,0.3333333333333333
5532,ESCUELA PARTICULAR TRULAUQUEN,9208,2,10,0.2
5533,ESCUELA PARTICULAR SAN BERNARDO,9208,1,7,0.14285714285714285
5535,ESCUELA PARTICULAR LOS DERRAMES,9208,2,8,0.25
5536,ESCUELA PARTICULAR PICHIHUENOCOLLE,9208,1,10,0.1
5537,ESCUELA PARTICULAR REMEHUEICO,9208,4,62,0.06451612903225806
5538,ESCUELA GUSTAVO VASQUEZ DIAZ,9206,25,308,0.08116883116883117
5539,ESCUELA DE LOS SAUCES,9206,22,234,0.09401709401709402
5541,ESC. BASICA ELENA MULLER M.,9206,6,33,0.18181818181818182
5546,ESC. BASICA OSCAR CASTRO,9206,1,9,0.1111111111111111
5548,ESC. BASICA PIVADENCO,9206,1,16,0.0625
5550,ESCUELA BASICA VILLA TRINTE,9206,6,29,0.20689655172413793
5551,ESC. BASICA GUIDO GRANDE,9206,2,19,0.10526315789473684
5554,ESC. BASICA HUITRANLEBU,9206,1,7,0.14285714285714285
5557,ESCUELA VICENTE PEREZ ROSALES,9206,1,4,0.25
5558,ESC. BASICA NININCO,9206,1,7,0.14285714285714285
5561,ESCUELA DE CENTENARIO,9206,1,6,0.16666666666666666
5563,ESC. BASICA PETRONA PAILLALEO,9206,1,12,0.08333333333333333
5565,INSTITUTO SUPERIOR DE COMERCIO,9101,46,263,0.17490494296577946
5566,LICEO INDUSTRIAL A-27 TEMUCO,9101,51,857,0.059509918319719954
5567,LICEO BICENTENARIO TECNOLÓGICO DE LA ARAUCANIA DE TEMUCO,9101,30,233,0.12875536480686695
5568,INSTITUTO SUPERIOR DE ESPECIALIDADES TECNICAS DE TEMUCO,9101,59,778,0.07583547557840617
5569,LICEO GABRIELA MISTRAL DE TEMUCO,9101,62,670,0.09253731343283582
5570,LICEO PABLO NERUDA,9101,106,2319,0.04570935748167314
5574,COMPLEJO EDUCACIONAL PADRE LAS CASAS,9112,34,473,0.07188160676532769
5575,ESCUELA ARTURO PRAT,9101,33,326,0.10122699386503067
5578,ESCUELA LLAIMA,9101,60,1015,0.059113300492610835
5580,ESCUELA CAMPOS DEPORTIVOS,9101,85,1168,0.07277397260273973
5582,ESCUELA STANDAR,9101,24,212,0.11320754716981132
5583,ESCUELA SANTA ROSA,9101,36,391,0.09207161125319693
5585,ESCUELA VILLA ALEGRE,9101,23,175,0.13142857142857142
5588,ESCUELA MANUEL RECABARREN,9101,35,336,0.10416666666666667
5589,ESCUELA MILLARAY,9101,44,521,0.08445297504798464
5590,COMPLEJO EDUC. UN AMANECER EN LA ARAUCANIA,9101,38,387,0.09819121447028424
5592,ESCUELA ANDRES BELLO,9101,25,280,0.08928571428571429
5596,COLEGIO MUNDO MAGICO,9101,73,1036,0.07046332046332046
5597,COLEGIO ALONSO DE ERCILLA,9101,62,625,0.0992
5598,ESCUELA ESPECIAL NIELOL,9101,28,159,0.1761006289308176
5599,ESCUELA DARIO SALAS,9112,32,273,0.11721611721611722
5600,ESCUELA DE ADULTOS MANUEL ROJAS,9101,12,139,0.08633093525179857
5601,ESCUELA MUNICIPAL EL TRENCITO,9101,19,119,0.15966386554621848
5603,JARDIN INFANTIL MONTE VERDE,9101,13,163,0.07975460122699386
5604,ESCUELA PEDRO DE VALDIVIA,9101,25,158,0.15822784810126583
5606,ESCUELA VILLA CAROLINA,9101,37,375,0.09866666666666667
5608,ESCUELA LOS AVELLANOS,9101,25,223,0.11210762331838565
5611,ESCUELA LOS TRIGALES,9101,42,634,0.06624605678233439
5613,COMPLEJO EDUCACIONAL LA GRANJA,9119,60,628,0.09554140127388536
5614,ESCUELA LABRANZA,9101,43,438,0.09817351598173515
5617,ESCUELA DE PARVULOS CAMPANITA,9101,5,56,0.08928571428571429
5619,ESCUELA DE PARVULOS SEMILLITA,9101,6,60,0.1
5620,LICEO POLIVALENTE DE ADULTOS SELVA SAAVEDRA,9101,24,272,0.08823529411764706
5622,ESCUELA BÁSICA BERNARDO ÑANKO,9205,18,233,0.07725321888412018
5623,ESCUELA TRUMPULO CHICO,9112,13,71,0.18309859154929578
5624,ESCUELA METRENCO,9112,26,223,0.11659192825112108
5625,ESCUELA TRUF-TRUF.,9112,25,175,0.14285714285714285
5627,ESCUELA LAUREL HUACHO,9112,16,79,0.20253164556962025
5629,ESCUELA REDUCCION RALUNCOLLAN,9101,6,19,0.3157894736842105
5630,ESCUELA MANIO CHICO,9101,12,80,0.15
5631,ESCUELA LICANCO,9112,18,98,0.1836734693877551
5632,ESCUELA REDUCCION MONTE VERDE,9101,8,34,0.23529411764705882
5633,ESCUELA CONOCO CHICO,9101,4,11,0.36363636363636365
5634,ESCUELA NIRRIMAPU,9112,30,173,0.17341040462427745
5635,ESCUELA TROMEN,9112,14,47,0.2978723404255319
5636,ESCUELA BOTROLHUE,9101,6,9,0.6666666666666666
5637,ESCUELA TROMEN BAJO,9101,5,2,2.5
5638,ESCUELA COLPANAO,9112,16,98,0.16326530612244897
5639,ESCUELA LIRCAY,9101,4,8,0.5
5640,ESCUELA MOLLULCO,9101,17,174,0.09770114942528736
5644,ESCUELA TROMEN ALTO,9101,4,7,0.5714285714285714
5645,ESCUELA BOYECO,9101,30,356,0.08426966292134831
5646,ESCUELA CHOMIO,9112,21,91,0.23076923076923078
5647,ESCUELA COLLIMALLIN,9101,9,40,0.225
5648,ESCUELA CHAPOD,9112,17,60,0.2833333333333333
5649,ESCUELA FUNDO MAQUEHUE,9112,21,160,0.13125
5651,ESCUELA PARTICULAR COLLIN,9108,1,10,0.1
5652,COLEGIO PROVIDENCIA DE TEMUCO,9101,59,847,0.06965761511216056
5653,LICEO CARLOS CONDELL DE LA HAZA,9101,21,315,0.06666666666666667
5654,INSTITUTO CLARET,9101,190,3665,0.05184174624829468
5655,LICEO COMERCIAL TEMUCO BICENTENARIO DE EXCELENCIA,9101,34,948,0.035864978902953586
5656,LICEO POLITECNICO PUEBLO NUEVO,9101,66,1137,0.05804749340369393
5658,COMPLEJO EDUCACIONAL JAVIERA CARRERA,9101,19,277,0.06859205776173286
5659,ESCUELA Y LICEO MONTESSORI,9101,53,1009,0.05252725470763132
5661,LICEO ADVENTISTA DE TEMUCO,9101,59,1093,0.053979871912168347
5662,LICEO ESPANA DE TEMUCO,9101,21,268,0.07835820895522388
5663,LICEO BICENTENARIO DE EXCELENCIA  PADRE OSCAR MOSER,9112,72,1174,0.06132879045996593
5664,COLEGIO AUGUSTO WINTER,9101,25,401,0.06234413965087282
5666,LICEO CAMILO HENRIQUEZ DE TEMUCO,9101,91,2718,0.03348050036791759
5667,ESC.PARTIC. MONS.GUIDO DE RAMBERGA,9112,53,692,0.07658959537572255
5668,ESCUELA BASICA VISTA VERDE,9101,21,257,0.08171206225680934
5669,COLEGIO MADRE ADMIRABLE DE SCHOENSTATT,9101,35,527,0.06641366223908918
5670,COLEGIO SAN FRANCISCO,9101,54,860,0.06279069767441861
5675,ESCUELA PARTICULAR ARTURO ARRIAGADA,9101,8,127,0.06299212598425197
5677,ESC. ESP.RETARDO MENTAL LAS ARAUCARIAS,9101,6,27,0.2222222222222222
5678,ESCUELA PARTICULAR NTRA.SRA.DEL CARMEN,9112,38,528,0.07196969696969698
5680,ESC.PART.SAN FRANCISCO DE ASIS DE TEMUCO,9101,39,792,0.04924242424242424
5682,ESCUELA PARTICULAR FRANCIA,9101,24,396,0.06060606060606061
5683,ESCUELA PARTICULAR PADRE VENANCIO,9112,18,150,0.12
5684,ESCUELA PART. WENCESLAO VALDIVIA,9101,17,130,0.13076923076923078
5690,ESCUELA PARTICULAR LA ESPIGA,9101,21,222,0.0945945945945946
5693,ESCUELA PARTICULAR ESTRELLA DE BELEN,9101,8,49,0.16326530612244897
5694,ESCUELA PARTICULAR ALIANZA,9101,10,63,0.15873015873015872
5695,ESCUELA PARTICULAR SAN RAFAEL ARCANGEL,9112,27,233,0.11587982832618025
5697,ESCUELA PARTICULAR LAS AMERICAS,9101,30,473,0.06342494714587738
5698,ESCUELA PARTICULAR ARAUCANIA,9101,19,187,0.10160427807486631
5703,LICEO BICENTENARIO DE EXCELENCIA TECNICO PROFESIONAL CENTENARIO,9101,47,442,0.10633484162895927
5706,ESCUELA PARTICULAR SAN JUAN,9101,20,334,0.059880239520958084
5709,ESCUELA PARTICULAR LOS TRIGALES,9101,18,163,0.11042944785276074
5713,COLEGIO PARTICULAR I. CULTURA BRITANICA,9101,32,424,0.07547169811320754
5714,ESCUELA PART.SANTA MARIA DE LA RIBERA,9101,14,124,0.11290322580645161
5716,PADRE BARTOLOME DE LAS CASAS,9112,26,446,0.05829596412556054
5717,ESCUELA PARTICULAR CLAUDIO MATTE,9101,29,446,0.06502242152466367
5719,ESCUELA PARTICULAR ARAUCANIA,9101,27,416,0.06490384615384616
5720,COLEGIO ÑIELOL CHE KIMUN,9112,31,346,0.08959537572254335
5722,ESCUELA PARTICULAR PAPELUCHO,9101,7,120,0.058333333333333334
5725,ESCUELA PARTICULAR SAN BERNARDO,9112,39,738,0.052845528455284556
5726,COLEGIO MANUEL MONTT,9101,21,343,0.061224489795918366
5729,LICEO TÉCNICO FEMENINO SANTA CRUZ ÑIELOL,9101,24,102,0.23529411764705882
5730,ESCUELA PARTICULAR ROBLE HUACHO,9112,19,144,0.13194444444444445
5731,ESCUELA PARTICULAR MILLAHUECO,9112,4,30,0.13333333333333333
5732,ESCUELA PARTICULAR MAQUEHUE,9112,16,131,0.12213740458015267
5734,ESCUELA PARTICULAR BOTRONHUE,9101,2,6,0.3333333333333333
5737,ESCUELA PARTICULAR HERMANO PASCUAL,9112,15,102,0.14705882352941177
5740,ESCUELA PARTICULAR SAN MANUEL,9112,1,19,0.05263157894736842
5745,ESCUELA PARTICULAR MILLANTU,9101,14,139,0.10071942446043165
5746,ESCUELA PARTICULAR MONO PAINE,9101,23,285,0.08070175438596491
5748,ESCUELA PARTICULAR LAS LOMAS,9112,7,65,0.1076923076923077
5750,ESCUELA PARTICULAR CRUZ DE MAYO,9112,8,30,0.26666666666666666
5751,ESCUELA SAN ANTONIO DE NIENOCO,9101,7,40,0.175
5752,ESCUELA PARTICULAR SAN PEDRO RAPA,9112,6,35,0.17142857142857143
5753,ESCUELA PARTICULAR SAN MIGUEL,9112,13,99,0.13131313131313133
5754,ESCUELA PARTICULAR NUEVA MEMBRILLAR,9112,11,52,0.21153846153846154
5756,ESCUELA PARTICULAR RENGALIL,9101,7,41,0.17073170731707318
5759,ESCUELA PARTICULAR BOYECO,9101,4,35,0.11428571428571428
5760,ESCUELA PARTICULAR DIEGO PORTALES,9101,5,52,0.09615384615384616
5761,ESCUELA SAN MARTIN DE PORRES,9112,16,153,0.10457516339869281
5763,ESCUELA PARTICULAR MANZANAR DE LLEUPECO,9112,12,146,0.0821917808219178
5764,ESCUELA PARTICULAR ZANJA,9112,11,67,0.16417910447761194
5765,ESCUELA PARTICULAR KIMELTU DE PANCO,9101,6,40,0.15
5766,ESCUELA BÁSICA PARTICULAR SUBVENCIONADA GUIDO BUCHER,9112,7,54,0.12962962962962962
5767,ESCUELA PARTICULAR TRES CERROS,9112,11,133,0.08270676691729323
5768,ESCUELA PARTICULAR SAN VICENTE,9112,16,71,0.22535211267605634
5770,ESCUELA BASICA KOYAM,9112,7,27,0.25925925925925924
5773,ESCUELA PARTICULAR LUIS CRUZ MARTINEZ,9101,9,89,0.10112359550561797
5774,ESCUELA PARTICULAR SAN FRANCISCO,9112,19,251,0.07569721115537849
5776,ESCUELA PARTICULAR VIRGEN DE GUADALUPE,9112,5,32,0.15625
5778,ESCUELA PARTICULAR EL VALLE,9112,5,45,0.1111111111111111
5779,ESCUELA PARTICULAR EL ESFUERZO,9112,3,32,0.09375
5781,ESCUELA PARTICULAR ARAUCO,9112,7,102,0.06862745098039216
5782,ESCUELA PARTICULAR SIGLO XXI,9101,36,536,0.06716417910447761
5783,ESCUELA PARTICULAR SAN JOSE,9101,3,17,0.17647058823529413
5784,ESCUELA PARTICULAR SARGENTO CANDELARIA,9112,5,35,0.14285714285714285
5785,ESCUELA PARTICULAR SAN MATEO,9101,1,7,0.14285714285714285
5790,ESCUELA PARTICULAR EL CRUCERO,9101,11,104,0.10576923076923077
5791,ESCUELA PARTICULAR WITRAMALAL,9112,6,46,0.13043478260869565
5793,ESCUELA ANDRES BELLO,9112,7,79,0.08860759493670886
5794,ESCUELA PARTICULAR PROF.ANDRES AGUAYO,9112,5,53,0.09433962264150944
5796,ESCUELA PARTICULAR DOCTOR MUHAJIR,9101,8,88,0.09090909090909091
5797,ESCUELA PARTICULAR REPOCURA,9112,7,69,0.10144927536231885
5798,ESCUELA PARTICULAR NIRRIMAPU,9112,11,61,0.18032786885245902
5799,ESCUELA SANTA INES DE CAIVICO,9112,3,27,0.1111111111111111
5800,ESCUELA PARTICULAR JOSE LUIS SANFUENTES,9112,4,34,0.11764705882352941
5801,ESCUELA PARTICULAR POETA ERCILLA,9112,3,28,0.10714285714285714
5803,ESCUELA PARTICULAR PICHI ITINENTO,9112,4,46,0.08695652173913043
5806,ESCUELA PARTICULAR DAVID RIADI MATUS,9112,11,342,0.03216374269005848
5807,ESCUELA PARTICULAR LA ROCA,9112,2,7,0.2857142857142857
5808,COLEGIO DE LA SALLE,9101,44,686,0.0641399416909621
5810,COLEGIO BAUTISTA,9101,75,893,0.083986562150056
5812,COLEGIO ALEMAN,9101,102,976,0.10450819672131148
5813,COLEGIO CENTENARIO,9101,66,1242,0.05314009661835749
5814,COLEGIO SANTA CRUZ,9101,61,1124,0.054270462633451956
5816,COLEGIO METODISTA,9101,38,687,0.055312954876273655
5823,LICEO H-C JORGE TEILLIER SANDOVAL,9108,64,957,0.06687565308254964
5824,ESC. BASICA NUMERO SEIS,9108,61,653,0.09341500765696784
5825,ESC. BASICA AMELIA GODOY,9108,25,180,0.1388888888888889
5827,ESCUELA IRENE FREI,9108,28,245,0.11428571428571428
5828,ESC. BASICA GUACOLDA,9108,36,421,0.0855106888361045
5829,ESCUELA LOS CACHORROS,9108,41,585,0.07008547008547009
5830,ESCUELA DE LAUTARO,9108,2,9,0.2222222222222222
5831,LICEO LOS CASTANOS,9108,26,261,0.09961685823754789
5832,ESC. BASICA NIERECO,9108,16,93,0.17204301075268819
5833,ESC. BASICA REWE KIMUN,9108,16,66,0.24242424242424243
5834,ESC. BASICA ALTO MECO,9108,4,20,0.2
5835,ESC. BASICA VILLA COIHUECO,9108,5,5,1.0
5837,ESCUELA DOLLICO ALTO,9108,3,7,0.42857142857142855
5838,ESC. BASICA LAS MINAS,9108,2,9,0.2222222222222222
5844,ESC. BASICA SAN LUIS DE ROBLER-A,9108,3,7,0.42857142857142855
5846,ESC. BASICA TRES ESQUINAS,9108,4,18,0.2222222222222222
5847,ESC. BASICA SANTA YOLANDA,9108,4,31,0.12903225806451613
5849,ESC. BASICA PUMALAL,9108,4,20,0.2
5850,ESC. BASICA VISTA HERMOSA,9108,2,3,0.6666666666666666
5851,ESC. BASICA CHUMIL,9108,4,10,0.4
5852,ESC. BASICA EL ESCUDO,9108,4,37,0.10810810810810811
5854,ESC. BASICA VEGA LARGA,9108,13,83,0.1566265060240964
5855,ESC. BASICA MUCO CHUREO,9108,4,17,0.23529411764705882
5857,ESC. BASICA MALPICHAHUE,9108,2,13,0.15384615384615385
5861,ESC.PART.SAN FRANCISCO DE ASIS - LAUTARO,9108,32,843,0.03795966785290629
5862,ESCUELA PARTICULAR CORAZON DE JESUS,9108,36,430,0.08372093023255814
5868,ESCUELA PARTICULAR QUILACURA,9108,15,113,0.13274336283185842
5869,ESCUELA PARTICULAR SANTA TERESA,9108,14,168,0.08333333333333333
5871,ESCUELA PARTICULAR SANTA TERESITA,9108,6,29,0.20689655172413793
5872,ESCUELA PARTICULAR HUINCA RAILAO,9108,8,31,0.25806451612903225
5873,ESCUELA PARTICULAR LOS HUALLES,9108,9,67,0.13432835820895522
5875,ESCUELA PARTICULAR NUEVA DOLLINCO,9108,13,155,0.08387096774193549
5876,ESCUELA PARTICULAR SAN RAFAEL,9108,10,57,0.17543859649122806
5878,ESCUELA PARTICULAR VALLEPENCO,9108,16,149,0.10738255033557047
5879,LICEO ISABEL POBLETE V.,9113,46,492,0.09349593495934959
5880,ESCUELA EDUARDO FREI MONTALVA,9113,44,432,0.10185185185185185
5885,ESCUELA LOS QUIQUES,9113,13,102,0.12745098039215685
5888,ESC. BASICA PARLAMENTO,9113,15,125,0.12
5893,ESCUELA PARTICULAR LAS CEREZAS,9113,7,29,0.2413793103448276
5894,ESCUELA PARTICULAR LA ESTRELLA,9113,11,140,0.07857142857142857
5896,ESCUELA JAPON,9119,18,151,0.11920529801324503
5897,COLEGIO AMERICA,9119,56,659,0.08497723823975721
5899,ESCUELA DAGOBERTO GODOY,9119,14,92,0.15217391304347827
5901,ESC. BASICA VEGA REDONDA,9119,23,191,0.12041884816753927
5902,ESCUELA MARTIN ALONQUEO PIUTRIN,9119,19,245,0.07755102040816327
5905,ESC. BASICA COLLIN ALTO,9119,11,69,0.15942028985507245
5911,ESC. BASICA CANTINO,9119,6,31,0.1935483870967742
5919,ESCUELA PADRE OSVALDO VEGA,9119,22,187,0.11764705882352941
5921,LICEO BICENTENARIO PADRE NICOLÁS,9119,41,480,0.08541666666666667
5923,LICEO AGRICOLA CRUZ DEL SUR,9119,14,88,0.1590909090909091
5927,ESCUELA PARTICULAR CODINHUE,9119,2,6,0.3333333333333333
5930,ESCUELA PARTICULAR SANTA GERTRUDIS,9119,7,19,0.3684210526315789
5933,ESCUELA PARTICULAR EL NATRE,9119,2,12,0.16666666666666666
5935,ESCUELA PARTICULAR SANTA TERESITA,9119,11,97,0.1134020618556701
5938,SAN MIGUEL DE QUINTRILPE,9119,15,86,0.1744186046511628
5940,ESCUELA PARTICULAR VIRGEN DE FATIMA,9119,25,401,0.06234413965087282
5942,ESCUELA PARTICULAR SAN ANTONIO,9119,12,103,0.11650485436893204
5947,ESCUELA PARTICULAR CRUZ DEL SUR,9119,4,37,0.10810810810810811
5952,ESCUELA PARTICULAR SANTA MONICA,9119,11,104,0.10576923076923077
5954,ESCUELA PARTICULAR LOS ROBLES,9119,7,64,0.109375
5955,ESCUELA PARTICULAR MONTERREY,9119,18,307,0.05863192182410423
5957,LICEO MUNICIPAL ATENEA,9103,61,838,0.07279236276849642
5959,LICEO ARTURO VALENZUELA,9103,40,350,0.11428571428571428
5960,ESCUELA BASICA LAS HORTENCIAS,9103,17,141,0.12056737588652482
5962,ESCUELA HECTOR VALENZUELA CEA,9120,10,75,0.13333333333333333
5964,ESC. BASICA SAN CAMILO,9103,1,7,0.14285714285714285
5970,ESCUELA VIDA Y PAZ,9103,12,65,0.18461538461538463
5973,ESC. BASICA EL ROSAL,9103,2,15,0.13333333333333333
5977,ESC. BASICA QUINETRU,9103,1,10,0.1
5980,ESC. BASICA LLAULLAHUE,9103,1,6,0.16666666666666666
5981,ESCUELA PAULO ARAVENA ARAVENA,9103,1,2,0.5
5984,ESC. BASICA LO SCHMITH,9103,1,2,0.5
5985,ESCUELA LA MANANA,9103,1,4,0.25
5987,ESC. BASICA LEUFUCHE,9103,1,5,0.2
5990,ESCUELA BASICA QUECHEREHUE,9103,16,145,0.1103448275862069
5992,COMPLEJO EDUCACIONAL JUAN BOSCO,9103,28,222,0.12612612612612611
5993,ESCUELA LEOVIGILDO KLEY,9103,36,327,0.11009174311926606
5994,ESCUELA PARTICULAR SUBVENCIONADA PADRE MARCELINO HUICHAMIL,9103,16,110,0.14545454545454545
5995,ESCUELA PARTICULAR QUECHEREHUE,9103,2,10,0.2
5998,ESCUELA PARTICULAR LA BASTILLA,9103,1,8,0.125
5999,ESCUELA PARTICULAR PADRE BERNABE,9103,12,65,0.18461538461538463
6003,ESC. PART. STA. ISABEL DE TRAFAMPULLI,9103,2,6,0.3333333333333333
6005,ESCUELA AURORA DE CHILE,9103,9,57,0.15789473684210525
6006,ESCUELA PARTICULAR ALAMEDA,9103,6,48,0.125
6007,LICEO LOS ANDES,9110,14,172,0.08139534883720931
